"id","name","created","issn","homepage"
"2738103560","Ruch Biblijny i Liturgiczny","2017-07-31","2391-8497",NULL
"2739019337","European Journal of Education and Psychology","2017-07-31","1888-8992",NULL
"2739076525","Germinal : Marxismo e Educa&#x00E7;&#x00E3;o em Debate","2017-07-31","2175-5604",NULL
"2753494922","Pediatrii&#xFE20;a&#xFE21;","2017-09-15",NULL,NULL
"2753948857","Ceskoslovenska&#x0301; stomatologie","2017-09-25","0009-0654",NULL
"2754969271","Nursing technique (Japan)","2017-09-25",NULL,NULL
"2755080209","Journal of Physical Activity and Health","2017-09-25","1543-3080",NULL
"2755545675","Il Lattante","2017-09-25","0023-8864",NULL
"2755711329","Revista de enfermeri&#x0301;a","2017-09-25","1131-7957",NULL
"2756115041","Klinische Medizin; o&#x0308;sterreichische Zeitschrift fu&#x0308;r wissenschaftliche und praktische Medizin","2017-09-25","0368-6132",NULL
"2764352022","Drug Delivery and Translational Research","2017-10-27","2190-393X",NULL
"2764352250","Indian Journal of Marketing","2017-10-27","0973-8703",NULL
"2764470018","Advanced practice nursing quarterly","2017-10-27","1080-4293",NULL
"2764475444","The South Pacific Journal of Natural and Applied Sciences","2017-10-27","1838-8388",NULL
"2764501393","NEJM Journal Watch","2017-10-27","0896-7210",NULL
"2764600758","Natural resources research","2017-10-27","1520-7439",NULL
"2764628455","Journal of the Institution of Electrical Engineers - Part I: General","2017-10-27","2054-0582",NULL
"2764680450","Psychonomic science","2017-10-27","0033-3131",NULL
"2764701201","Advances in Cardiovascular Diseases","2017-10-27",NULL,NULL
"2764727956","Campus Technology","2017-10-27","1553-7544",NULL
"2764739610","Science World Journal","2017-10-27","1597-6343",NULL
"2764746022","Journal. Boston Society of Medical Sciences","2017-10-27",NULL,NULL
"2764875419","The Australian journal of science","2017-10-27","0365-3668",NULL
"2764882064","Comprehensive Polymer Science and Supplements","2017-10-27",NULL,NULL
"2764889706","Polish Journal of Radiology","2017-10-27","1733-134X",NULL
"2764896299","Rural society","2017-10-27","1037-1656",NULL
"2764921156","Learning, Culture and Social Interaction","2017-10-27","2210-6561",NULL
"2764951932","Advances in Chemical Engineering and Science","2017-10-27","2160-0406",NULL
"2764973637","IETE Journal of Education","2017-10-27",NULL,NULL
"2765026183","The American journal of knee surgery","2017-10-27","0899-7403",NULL
"2765065060","Advances in systems science and applications","2017-10-27","1078-6236",NULL
"2898451612","Revue Francophone de Cicatrisation","2018-11-02","2468-9114","https://www.journals.elsevier.com/revue-francophone-de-cicatrisatio"
"2898509233","Regenerative Therapy","2018-11-02","2352-3204","https://www.journals.elsevier.com/regenerative-therap"
"5750412","The History Teacher","2016-06-24","0018-2745","http://www.thehistoryteacher.org/main.htm"
"7804318","Giscience &amp; Remote Sensing","2016-06-24","1548-1603",NULL
"14046259","Biological Agriculture &amp; Horticulture","2016-06-24","0144-8765",NULL
"20900890","Italian Journal of Medicine","2016-06-24","1877-9344",NULL
"21576354","Anzeiger Fur Schadlingskunde-journal of Pest Science","2016-06-24",NULL,NULL
"25627081","Art in America","2016-06-24","0004-3214",NULL
"26035906","Biofabrication","2016-06-24","1758-5082",NULL
"30640462","Journal of Indian Society of Periodontology","2016-06-24","0972-124X","http://www.jisponline.com"
"32220745","European Journal of General Practice","2016-06-24","1381-4788",NULL
"32965104","Anales Cervantinos","2016-06-24","0569-9878",NULL
"33382538","Plant Ecology &amp; Diversity","2016-06-24","1755-0874",NULL
"42075721","European Journal of Cancer and Clinical Oncology","2016-06-24","0277-5379",NULL
"47715536","Journal of Zhejiang University-science B","2016-06-24","1673-1581",NULL
"48411547","South Atlantic Review","2016-06-24","0277-335X","http://samla.gsu.edu/sar/sar.htm"
"49132083","Endothelium-journal of Endothelial Cell Research","2016-06-24",NULL,NULL
"49926910","The International Review of Retail, Distribution and Consumer Research","2016-06-24",NULL,NULL
"54128167","Medical Principles and Practice","2016-06-24","1011-7571",NULL
"59237442","Southwestern Entomologist","2016-06-24","0147-1724",NULL
"61564791","Aerospace Science and Technology","2016-06-24","1270-9638",NULL
"63830647","Stem Cell Reviews and Reports","2016-06-24","1550-8943","http://www.springer.com/journal/12015"
"71958379","Differential Equations","2016-06-24","0012-2661","http://www.springer.com/mathematics/dynamical+systems/journal/1062"
"71986506","Materials Science-poland","2016-06-24","0137-1339",NULL
"74612419","History of the Human Sciences","2016-06-24","0952-6951","http://hhs.sagepub.com"
"77056576","The International Journal of Advanced Manufacturing Technology","2016-06-24","0268-3768","http://www.springer.com/17"
"77085303","International Journal of Geriatric Psychiatry","2016-06-24","0885-6230","http://www3.interscience.wiley.com/journal/4294/hom"
"80886111","Parasite Immunology","2016-06-24","0141-9838",NULL
"87650888","Zeitschrift Fur Germanistik","2016-06-24","0323-7982",NULL
"88044396","Australasian Physical &amp; Engineering Sciences in Medicine","2016-06-24","0158-9938",NULL
"89053421","Emu","2016-06-24","1448-5540",NULL
"89613883","Statistics in Biosciences","2016-06-24","1867-1764",NULL
"97150082","In Vitro Cellular &amp; Developmental Biology &#x2013; Animal","2016-06-24","1071-2690","http://www.springer.com/journal/11626"
"100662317","Physiological Entomology","2016-06-24","0307-6962",NULL
"105094556","Journal of Acupuncture and Meridian Studies","2016-06-24","2005-2901",NULL
"106859309","Topics in Current Chemistry","2016-06-24","2365-0869",NULL
"110006991","Journal of Neurogastroenterology and Motility","2016-06-24","2093-0879",NULL
"122350538","Animal Biotechnology","2016-06-24","1049-5398",NULL
"143899192","Behavioural and Cognitive Psychotherapy","2016-06-24","1352-4658",NULL
"143907125","Cardiovascular Therapy and Prevention","2016-06-24",NULL,NULL
"144352947","Equine Veterinary Journal","2016-06-24","0425-1644",NULL
"148521650","International Journal of Parallel Programming","2016-06-24","0885-7458",NULL
"155781660","Engineering Management Journal","2016-06-24",NULL,NULL
"156034128","Annali Di Chimica","2016-06-24","0003-4592",NULL
"157334028","Chemical Geology: Isotope Geoscience Section","2016-06-24","0168-9622",NULL
"161267757","Journal of Innate Immunity","2016-06-24","1662-811X",NULL
"163961150","Comparative Drama","2016-06-24","0010-4078",NULL
"169201059","Computer Systems: Science &amp; Engineering","2016-06-24",NULL,NULL
"177321322","Acta Anaesthesiologica Scandinavica","2016-06-24","0001-5172","http://www.wiley.com/bw/submit.asp?ref=0001-517"
"181611401","Journal of Electrostatics","2016-06-24","0304-3886",NULL
"190936833","Few-body Systems","2016-06-24","0177-7963",NULL
"191756739","Biomolecular Concepts","2016-06-24","1868-5021",NULL
"969997697","Tarim Bilimleri Dergisi-journal of Agricultural Sciences","2016-06-24","1300-7580",NULL
"981565105","Shigaku zasshi","2016-06-24","0018-2478",NULL
"2483688756","Food &amp; Function","2016-08-23","2042-650X",NULL
"2596275634","arXiv: Other Condensed Matter","2017-03-23",NULL,NULL
"2596727787","arXiv: Condensed Matter","2017-03-23",NULL,NULL
"2736622549","International Journal of Food and Agricultural Economics","2017-07-31","2147-8988",NULL
"2737955884","Tecnura","2017-07-31","0123-921X",NULL
"2752487601","Meditsinskaia radiologiia","2017-09-15","0025-8334",NULL
"2754075737","Archives des maladies de l&#039;appareil digestif et des maladies de la nutrition","2017-09-25","0365-4117",NULL
"2754141309","The Japanese journal of thoracic diseases","2017-09-25","0301-1542",NULL
"2754427479","Journal of hygiene research","2017-09-25",NULL,NULL
"2755109226","Clinical Endoscopy","2017-09-25","2234-2400",NULL
"2755263728","Fund raising management","2017-09-25","0016-268X",NULL
"2755924374","Studii s&#x0327;i cerceta&#x0306;ri de inframicrobiologie","2017-09-25","0039-3975",NULL
"2764405121","International Journal of Plant Sciences Muzaffarnagar","2017-10-27",NULL,NULL
"2764427395","Social work and society","2017-10-27","1613-8953",NULL
"2764448360","IFE Psychologia: An International Journal","2017-10-27","1117-1421",NULL
"2764454001","Japanese Geotechnical Society Special Publication","2017-10-27","2188-8027",NULL
"2764481789","The African journal of medical sciences","2017-10-27","0002-0028",NULL
"2764529087","Review of Business and Finance Studies","2017-10-27",NULL,NULL
"2764531034","Journal of Microbiology Research","2017-10-27","2166-5931",NULL
"2764561096","Extension farming systems journal","2017-10-27","1833-203X",NULL
"2764586361","Journal of Nursing Regulation","2017-10-27","2155-8256",NULL
"2764590152","LS: International Journal of Life Sciences","2017-10-27","2319-118X",NULL
"2764717909","AES Bioflux","2017-10-27","2066-7620",NULL
"2764736229","Australian Journal of Reading","2017-10-27",NULL,NULL
"2764748915","Uganda Journal of Agricultural Sciences","2017-10-27","2410-6909",NULL
"2764841465","Hospital administration in canada","2017-10-27","0018-554X",NULL
"2764845588","Journal of Guilan University of Medical Sciences","2017-10-27","1028-6055",NULL
"2764988421","Journal of Tourism Management Research","2017-10-27","2092-528X",NULL
"2764994575","Successful Fundraising","2017-10-27","2325-8624",NULL
"2765062003","Jefferson Journal of Psychiatry","2017-10-27","1935-0783",NULL
"2898189939","Composites Communications","2018-11-02","2452-2139","https://www.journals.elsevier.com/composites-communication"
"1550590","Studies in English Literature 1500-1900","2016-06-24",NULL,NULL
"2955411","Technology in Cancer Research &amp; Treatment","2016-06-24","1533-0346",NULL
"5103665","Techniques in Hand &amp; Upper Extremity Surgery","2016-06-24","1089-3393",NULL
"7352588","Naval Engineers Journal","2016-06-24","0028-1425",NULL
"8388595","Biochemical Genetics","2016-06-24","0006-2928",NULL
"16770927","Journal of Current Southeast Asian Affairs","2016-06-24",NULL,NULL
"20400310","Italian Journal of Food Science","2016-06-24","1120-1770",NULL
"33786796","Gesundheitswesen","2016-06-24","0941-3790",NULL
"36798160","Geo-spatial Information Science","2016-06-24","1009-5020",NULL
"40489520","Anz Journal of Surgery","2016-06-24","1445-1433",NULL
"42686363","Interdisciplinary Science Reviews","2016-06-24","0308-0188",NULL
"43525819","Educational Psychology","2016-06-24","0144-3410",NULL
"54749395","The Journal of Indian Prosthodontic Society","2016-06-24","0972-4052",NULL
"55626769","Materials Letters","2016-06-24","0167-577X",NULL
"60757229","Toxicological &amp; Environmental Chemistry","2016-06-24","0277-2248",NULL
"61781353","Brain and Language","2016-06-24","0093-934X",NULL
"62674001","Nature Reviews Cardiology","2016-06-24","1759-5002","http://www.nature.com/nrcardi"
"62905163","Operations Management Research","2016-06-24","1936-9735",NULL
"63928136","Bangladesh Medical Research Council Bulletin","2016-06-24","0377-9238",NULL
"67471091","International Journal of Intelligent Systems in Accounting, Finance &amp; Management","2016-06-24","1055-615X",NULL
"69871552","Journal of Architecture and Planning (transactions of Aij)","2016-06-24",NULL,NULL
"96871409","European Urology","2016-06-24","0302-2838",NULL
"103284624","Fish and Fisheries","2016-06-24","1467-2960",NULL
"105208853","Journal of Chemical Education","2016-06-24","0021-9584","http://www.jce.divched.org"
"108000440","Anthropologischer Anzeiger","2016-06-24","0003-5548",NULL
"110082257","New Hibernia Review","2016-06-24","1092-3977",NULL
"114257564","Psychosomatics","2016-06-24","0033-3182",NULL
"117777245","Modelling and Simulation in Materials Science and Engineering","2016-06-24","0965-0393","http://iopscience.org/msms"
"130661733","Journal of Pharmaceutical Sciences","2016-06-24","1520-6017","http://www.jpharmsci.org"
"136661304","Managerial Auditing Journal","2016-06-24","0268-6902",NULL
"142439027","Walt Whitman Quarterly Review","2016-06-24","0737-0679",NULL
"160346394","Computer Law &amp; Security Review","2016-06-24","0267-3649","http://www.elsevier.com/wps/find/journaldescription.cws_home/422550/description#descriptio"
"164398212","Speculum","2016-06-24","0038-7134","http://www.medievalacademy.org/?page=Speculu"
"172926897","International Journal of Leadership in Education","2016-06-24","1360-3124",NULL
"179380371","Portularia","2016-06-24","1578-0236",NULL
"180716411","Race &amp; Class","2016-06-24","0306-3968","http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal20081"
"183158886","Morbidity and Mortality Weekly Report","2016-06-24","0149-2195","http://www.cdc.gov/mmwr"
"189543122","Korean Journal of Urology","2016-06-24","2005-6737",NULL
"193683933","Annales Zoologici Fennici","2016-06-24","0003-455X",NULL
"197964821","Journal of Pediatric Gastroenterology and Nutrition","2016-06-24","0277-2116","http://journals.lww.com/jpgn/pages/default.asp"
"199078552","Journal of Strategic Studies","2016-06-24","0140-2390",NULL
"201533460","Applied Economics","2016-06-24","0003-6846","http://www.tandfonline.com/toc/raec20/curren"
"201595455","Radiation Protection Dosimetry","2016-06-24","0144-8420",NULL
"203479135","Journal of Molecular Structure","2016-06-24","0022-2860","http://www.sciencedirect.com/science/journal/0022286"
"205139718","The Library Quarterly","2016-06-24","0024-2519","http://www.journals.uchicago.edu/l"
"205999849","Natural Product Research","2016-06-24","1478-6419",NULL
"208089930","Sociologie Du Travail","2016-06-24","0038-0296",NULL
"981835755","Canadian Foreign Policy Journal","2016-06-24","1192-6422","http://www.carleton.ca/cfpj"
"2738164389","Acta Biomedica Brasiliensia","2017-07-31","2236-0867",NULL
"2739158197","Di&#x00E1;logos Pedag&#x00F3;gicos","2017-07-31","2524-9274",NULL
"2754773895","Topics in health care financing","2017-09-25","0095-3814",NULL
"2754869115","Bibliotheca haematologica","2017-09-25","0067-7957",NULL
"2764358787","Computer Education","2017-10-27","0010-4590",NULL
"2764401565","Old Testament essays","2017-10-27",NULL,NULL
"2764413287","alexandria engineering journal","2017-10-27","1110-0168",NULL
"2764422564","T.H.E. Journal","2017-10-27","0192-592X",NULL
"2764430323","The Egyptian Rheumatologist","2017-10-27","1110-1164",NULL
"2764451103","Food and Nutrition Sciences","2017-10-27","2157-944X",NULL
"2764465468","Dicp-The annals of pharmacotherapy","2017-10-27","0012-6578",NULL
"2764499265","Earthquake Information Bulletin","2017-10-27",NULL,NULL
"2764526869","Biology Education","2017-10-27","0970-5961",NULL
"2764572093","Progress in cell cycle research","2017-10-27","1087-2957",NULL
"2764592058","Journal of Clinical Activities, Assignments &amp; Handouts in Psychotherapy Practice","2017-10-27","1532-3285",NULL
"2764638263","Journal of medical and dental sciences","2017-10-27","1342-8810",NULL
"2764710036","Journal of Medical Diagnostic Methods","2017-10-27","2168-9784",NULL
"2764739696","Washington University Global Studies Law Review","2017-10-27","1546-6981",NULL
"2764741614","The biologist","2017-10-27","1994-9073",NULL
